code	ko	ja	en	tc	sc
248	"수복에 필요한 자원이 부족합니다.
자원을 구입하시겠습니까?"	"修復に必要な資源が不足しています。
 資源を購入しますか？"	"You do not have enough resources for recovery.
Do you want to buy resources?"	"修復所需的資源不足。
是否購買資源？"	"修复所需的资源不足。
是否购买资源？"
249	모든 전투원이 건강!	全ての戦闘員が健康！	All soldiers are healthy!	所有戰鬥員都很健康！	所有战斗员都很健康！
250	수복이 필요한 전투원이 존재하지 않습니다.	修復が必要な戦闘員が存在しません。	You have no soldiers that require recovery.	沒有需要修復的戰鬥員。	没有需要修复的战斗员。
251	수복 슬롯 해제	修復スロット解除	Unlock Recovery Slot	解除修復欄位	解除修复栏位
252	"잠긴 슬롯을 해제하시겠습니까?
(슬롯 해제를 위해서는 상점에서 슬롯 확장 메뉴를 구입하여야 합니다.)"	"ロックされたスロットを解除しますか?
 (スロット解除のためにはショップでスロット拡張アイテムを購入する必要があります。)"	"Do you want to unlock a slot?
(You must buy a Slot Expansion item from the Shop to unlock a slot.)"	"是否解除鎖定的欄位？
（為解除欄位，需在商店中購買擴充欄位道具。）"	"是否解除上锁的栏位？
（为了解除栏位，需要在商店购买扩充栏位道具。）"
253	수복 완료!	修復完了！	Recovery complete!	修復完成！	修复完成！
254	쾌속 수복 불가 자원 부족!	快速修復不可。資源不足！	Cannot do Rapid Recovery! Not enough resources!	無法快速修復，資源不足！	无法快速修复，资源不足！
255	"쾌속 수복을 진행하기 위한 자원이 부족합니다.
자원 구매를 위해 상점으로 이동하시겠습니까?"	"快速修復を行うための資源が不足しています。
 資源を購入するためショップに移動しますか？"	"You do not have enough resources for Rapid Recovery.
Do you want to go to the Shop to purchase resources?"	"快速修復所需的資源不足。
是否移動至商店購買資源？"	"快速修复所需的资源不足。
是否前往商店购买资源？"
256	자원 부족	資源不足	Not enough resource.	資源不足	资源不足
257	"수복에 필요한 자원이 부족합니다
자원을 구입하시겠습니까?"	"修復に必要な資源が不足しています
 資源を購入しますか？"	"You do not have enough resources for Recovery.
Do you want to buy resources?"	"修復所需的資源不足。
是否購買資源？"	"修复所需的资源不足。
是否购买资源？"
258	쾌속 완료	快速完了	Rapid Recovery complete!	快速完成	快速完成
259	이야기 {0} {1} 시작되었습니다.	ストーリー{0}{1}が始まりました。	Story {0} {1} has started.	已開始劇情{0}{1}。	已开始剧情{0}{1}。
260	이야기 {0} {1} 의 스테이지로 이동하시겠습니까?	ストーリー{0}{1}のステージに移動しますか?	Do you want to go to Story {0} {1} Stage?	是否移動至劇情{0}{1}的關卡？	是否前往剧情{0}{1}的关卡？
261	이야기 {0} {1} 완료되었습니다.	ストーリー{0}{1}を完了しました。	Story {0} {1} complete!	已完成劇情{0}{1}。	已完成剧情{0}{1}。
262	나중에 출발	後で出発	Go later.	稍後出發	稍后出发
263	지금 출발	即出発	Go now.	現在出發	现在出发
264	이야기 보기	ストーリーを見る	View Story	查看劇情	查看剧情
265	수집물 확인	コレクション確認	Check Collection	查看收集物	确认收集物
266	이전의 기록	記録室	Play History	過往記錄	以前的记录
267	"{0}단계
진행 중..."	"{0}段階
 進行中..."	"Playing
Stage {0}..."	"第{0]階段
進行中…"	"第{0]阶段
进行中……"
268	이야기 목록 보기	ストーリーのリストを見る	View Story List	查看劇情目錄	查看剧情目录
269	이야기 시작	ストーリー開始	Start Story	開始劇情	开始剧情
270	{0}에게 어떤 이야기를 걸까요?	{0}にどんな話をしますか？	What should I say to {0}?	想和{0}說什麼話？	你想向{0}讲什么故事？
271	[c][FFFB49FF]준비완료[-][/c]	[c][FFFB49FF]準備完了[-][/c]	[c][FFFB49FF]Ready[-][/c]	[c][FFFB49FF]準備完畢[-][/c]	[c][FFFB49FF]准备完毕[-][/c]
272	응급 수복	応急修復	Emergency Recovery	緊急修復	紧急修复
273	"다음 자원을 소모해
[c][f0f0b3]{0}[-][/c] 전투원을 수복합니다."	"次の資源を消費し
 戦闘員[c][f0f0b3]{0}[-][/c]を修復します。"	[c][f0f0b3]{0}[-][/c] will be healed by using this resource.	"將消耗以下資源修復
[c][f0f0b3]{0}[-][/c]戰鬥員。"	"将消耗以下资源修复
[c][f0f0b3]{0}[-][/c]战斗员。"
274	출격중	出撃中	Deploying	出擊中	出击中
275	수복 확인	修復確認	Confirm Recovery	確認修復	确认修复
276	"[c][f0f0b3]{0}[-][/c]의 수복에 다음과 같이 자원과 시간이 필요합니다.
수복을 실행하시겠습니까?"	"[c][f0f0b3]{0}[-][/c]の修復に次の資源と時間が必要です。
 修復を実行しますか？"	"Recovery for [c][f0f0b3]{0}[-][/c] requires the following resources and time.
Do you want to recover?"	"修復[c][f0f0b3]{0}[-][/c]需要以下資源和時間。
是否確定進行修復？"	"修复[c][f0f0b3]{0}[-][/c]需要以下资源和时间。
是否确定进行修复？"
277	전투 턴 자동 종료	戦闘ターン自動終了	Auto Finish Combat Turn	自動結束戰鬥回合	自动结束战斗回合
278	탐사중	探索中	On Exploration	探查中	探查中
279	탐사 중인 스쿼드 입니다.	探索中の分隊です。	Selected Squad is currently in the middle of Exploration.	這個小隊正在探查中。	这个小队正在探查中。
280	스쿼드 내에 수복 중인 캐릭터가 있어 출격할 수 없습니다.	分隊内に修復中の戦闘員がいるため出撃できません。	Cannot deploy since there is a character currently in Recovery in the Squad.	小隊裡有正在進行修復的角色，因此無法出擊。	小队里有正在进行修复的角色，所以无法出击。
281	행동 불능 상태인 멤버가 있어 출격할 수 없습니다.	行動不能状態のメンバーがいるため出撃できません。	Cannot deploy since there is a character currently incapacitated in the Squad.	小隊裡有無法行動的隊員，所以無法出擊。	小队里有处于无法行动状态的队员，所以无法出击。
282	수복 필요	修復が必要	Recovery Needed	需要修復	需要修复
283	"출격 가능 스쿼드 수가 최대여서 더 이상 
출격 스쿼드를 등록할 수 없습니다."	"出撃可能な分隊数が最大のためこれ以上
 出撃分隊を登録できません。"	"Cannot register Deployment Squad since 
you have reached the max limit for deploying Squads."	"可出擊的小隊數已達最大值， 
無法再登錄新的出擊小隊。"	"可出击的小队数已达最大值， 
无法指派新的出击小队。"
284	행동력	行動力	Action Power	行動力	行动力
285	모듈 분해	分解	Dismantle Module	分解模組	分解模块
286	분해 획득 자원	分解獲得資源	Resources from Dismantling	分解獲得資源	分解可获资源
287	"분해
전투원 선택"	"分解
 戦闘員選択"	"Select Soldier
to dismantle"	"選擇
分解戰鬥員"	"选择
分解战斗员"
288	"분해
장비 선택"	"分解
 装備選択"	"Select Gear
to dismantle"	"選擇
分解裝備"	"选择
分解装备"
289	모듈 분해 확인	モジュール分解確認	Confirm Module Dismantling	確認分解模組	确认分解模块
290	선택하신 캐릭터들의 전투 모듈을 분해하시겠습니까?	選択した戦闘員を分解しますか?	Do you want to dismantle the Combat Module of the selected characters?	是否確定分解所選角色的戰鬥模組？	是否确定分解所选角色的战斗模块？
291	분해 결과	分解結果	Dismantle Result	分解結果	分解结果
292	다음 자원을 획득했습니다.	次の資源を獲得しました。	You got the following resources.	獲得了以下資源。	获得了以下资源。
293	주의!	注意！	Caution!	注意！	注意！
294	등급 / 레벨이 높은 장비입니다. 정말 분해하시겠습니까?	等級/レベルが高い装備です。本当に分解しますか？	You have selected a high Grade/Level gear. Do you still want to dismantle the item?	此裝備的級別／等級較高。是否確定分解？	此装备的级别／等级较高。是否确定分解？
295	분해 확인	分解確認	Confirm Dismantling	確定分解	确定分解
296	선택하신 장비들을 정말 분해하시겠습니까?	選択した装備を本当に分解しますか？	Do you really want to dismantle the selected gear?	是否確定分解所選裝備？	是否确定分解所选装备？
297	분해	分解	Dismantle	分解	分解
298	캐릭터	戦闘員	Character	角色	角色
299	장비	装備	Gear	裝備	装备
300	"등급 / 레벨이 높은 캐릭터입니다. 정말 전투 모듈을 분해하시겠습니까?
모듈 분해 시 해당 캐릭터는 사라집니다."	"等級/レベルが高い戦闘員です。本当に分解しますか?
 モジュール分解時、該当の戦闘員はなくなります。"	"You have selected a high Grade/Level character. Do you still want to dismantle the Combat Module?
This character will be destroyed when you dismantle the Module."	"此角色的級別／等級較高。是否確定分解戰鬥模組？
分解模組後，此角色將會消失。"	"此角色的级别／等级较高。是否确定分解战斗模块？
分解模块后，此角色将会消失。"
301	모듈 분해 할 캐릭터가 없습니다.	モジュール分解する戦闘員がいません。	You have no characters for Module dismantling.	沒有可以分解模組的角色。	没有可以分解模块的角色。
302	분해 할 장비 아이템이 없습니다.	分解する装備がありません。	You have no gear to dismantle.	沒有可以分解的裝備。	没有可以分解的装备。
303	전투원 수복	修復しに行く	Soldier Recovery	修復戰鬥員	修复战斗员
304	수복중	修復中	Recovering	修復中	修复中
305	{0}명 더 배치 가능합니다. (최대 5명)	あと{0}名配置可能です。(最大５名)	You can assign {0} more soldiers. (Max: 5)	還可配置{0}名。（最多5名）	还可部署{0}名。（最多5名）
306	이야기 {0} <{1}> 시작되었습니다.	ストーリー{0}<{1}>が始まりました。	Story {0} <{1}> has started.	已開始劇情{0}<{1}>。	已开始剧情{0}“{1}”。
307	이야기 {0} <{1}>의 스테이지로 이동하시겠습니까?	ストーリー{0}<{1}>のステージに移動しますか?	Do you want to go to Story {0} <{1}> Stage?	是否移動至劇情{0}<{1}>的關卡？	是否前往剧情{0}“{1}”的关卡？
